source_row,facility_code,facility_name,province,district,latitude,longitude,facility_type_raw,facility_type_canonical,ownership_raw,ownership_canonical,location_raw,location_canonical,level_raw,level_canonical,contact_raw,status_raw,status_canonical,bed_capacity,date_opened,date_closed,comments,acceptable_missing_fields,frontend_missing_visible,geospatial_readiness,facility_setup_state,source_label
1744,ZW070334,Masuka Clinic,Midlands,Gokwe South,-18.003416,28.402916,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,718956699,,,,1986,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1745,ZW070317,Mateme SDA Clinic,Midlands,Gokwe South,-18.575404,28.920286,RHC,RURAL_HEALTH_CENTRE,Mission,MISSION_FAITH_BASED,Rural,RURAL,Primary,PRIMARY,718956689,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1746,ZW070306,Mateta Rural Health Centre,Midlands,Gokwe South,-18.392521,28.532849,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,,,,,1982,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1747,ZW070354,Medpak Surgery Clinic,Midlands,Gokwe South,,,,,,,,,,,,,,,,,,Latitude; Longitude; Facility Type; Ownership; Status,YES,INCOMPLETE_MISSING_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1748,ZW070341,Mkoka Clinic,Midlands,Gokwe South,-18.548287,28.305051,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,788178001,,,,1982,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1749,ZW070335,Msala Clinic,Midlands,Gokwe South,-18.464973,28.044908,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,716940276,,,,1982,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1750,ZW070394,Mtanke Clinic,Midlands,Gokwe South,-18.205134,29.240668,Mission Clinic,MISSION_CLINIC,Mission,MISSION_FAITH_BASED,Rural,RURAL,Primary,PRIMARY,713361828,,,,1989,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1751,ZW070336,Musita Clinic,Midlands,Gokwe South,-17.843819,28.578341,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,718956711,,,,1982,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1752,ZW070309,Ndavambi Clinic,Midlands,Gokwe South,-18.322728,29.352334,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1753,ZW070310,Ndhlalambi RDC,Midlands,Gokwe South,-18.434156,28.639695,RHC,RURAL_HEALTH_CENTRE,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,783285166,,,,45676,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1754,ZW070318,Njelele clinic,Midlands,Gokwe South,-18.30263,29.073092,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,786933126,,,,46002,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1755,ZW070308,Nyaje Rural Health Centre,Midlands,Gokwe South,-18.55227,28.797592,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,,,,,1979,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1756,ZW070337,Nyamhunga Clinic,Midlands,Gokwe South,-18.346441,28.462551,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,718854288,,,,1974,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1757,ZW070320,Nyaradza clinic,Midlands,Gokwe South,-18.335277,28.842592,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,781534521,,,,6-Sept-27,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1758,ZW070338,Sai Clinic,Midlands,Gokwe South,-18.258731,28.328771,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,0713306001/0718956594,,,,1982,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1759,ZW070396,Sessame Clinic,Midlands,Gokwe South,-17.954522,28.735044,Mission Clinic,MISSION_CLINIC,Mission,MISSION_FAITH_BASED,Rural,RURAL,Primary,PRIMARY,783585697,,,,1964,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1760,ZW070311,Svisvi Clinic,Midlands,Gokwe South,-18.060443,28.777287,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,780839516,,,,1983,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1762,ZW070312,Zhamba Clinic,Midlands,Gokwe South,-18.225109,28.061095,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,770010502,,,,1993,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1763,ZW070383,ZPS Gokwe Prison Clinic,Midlands,Gokwe South,,,RHC,RURAL_HEALTH_CENTRE,ZPS,ZIMBABWE_PRISONS_AND_CORRECTIONAL_SERVICE,Urban,URBAN,Primary,PRIMARY,,,,,2006,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1764,ZW070451,Bata Clinic Private,Midlands,Gweru,,,RHC,RURAL_HEALTH_CENTRE,Private,PRIVATE,Urban,URBAN,Primary,PRIMARY,,,,,,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1765,ZW070461,Child Welfare Clinic,Midlands,Gweru,,,RHC,RURAL_HEALTH_CENTRE,Town/City Council,LOCAL_AUTHORITY,Urban,URBAN,Primary,PRIMARY,786933224,,,,,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1767,ZW070425,Chiwundura Clinic,Midlands,Gweru,-19.236886,29.947453,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,786933214,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1768,ZW07040E,Claybank Private Hospital,Midlands,Gweru,,,General Hospital,HOSPITAL_REQUIRES_LEVEL_REVIEW,Private,PRIVATE,Urban,URBAN,Secondary,SECONDARY,778128087,,,,,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1769,ZW070481,Dabuka NRZ Clinic,Midlands,Gweru,,,RHC,RURAL_HEALTH_CENTRE,Parastatal,PARASTATAL,Urban,URBAN,Primary,PRIMARY,,,,,,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1770,ZW070409,Five Maintenance Clinic,Midlands,Gweru,,,RHC,RURAL_HEALTH_CENTRE,ZNA,UNIFORMED_SERVICE,Urban,URBAN,Primary,PRIMARY,715208979,,,,,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1771,ZW070401,Gunde Rural Health Centre,Midlands,Gweru,-19.187613,29.99699,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,786933190,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1772,ZW07040B,Gweru District Hospital,Midlands,Gweru,-19.479689,29.815469,District Hospital,DISTRICT_HOSPITAL,Government,GOVERNMENT,Urban,URBAN,Secondary,SECONDARY,773739568,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1773,ZW07040D,Gweru Infectious Diseases Hospital,Midlands,Gweru,-19.430065,29.791993,General Hospital,HOSPITAL_REQUIRES_LEVEL_REVIEW,Town/City Council,LOCAL_AUTHORITY,Urban,URBAN,Special,SPECIAL,,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1774,ZW070485,Gweru NRZ Clinic,Midlands,Gweru,,,RHC,RURAL_HEALTH_CENTRE,Parastatal,PARASTATAL,Urban,URBAN,Primary,PRIMARY,,,,,,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1776,ZW07040A,Gweru Provincial Hospital,Midlands,Gweru,-19.461232,29.83052,Provincial Hospital,PROVINCIAL_HOSPITAL,Government,GOVERNMENT,Urban,URBAN,Secondary,SECONDARY,,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1777,ZW070416,Gweru ZRP Clinic,Midlands,Gweru,,,RHC,RURAL_HEALTH_CENTRE,ZRP,ZIMBABWE_REPUBLIC_POLICE,Urban,URBAN,Primary,PRIMARY,,,,,,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1778,ZW070494,Hozheri Clinic,Midlands,Gweru,-19.364219,30.096444,Mission Clinic,MISSION_CLINIC,Mission,MISSION_FAITH_BASED,Rural,RURAL,Primary,PRIMARY,786933240,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1779,ZW070466,Ivene Clinic,Midlands,Gweru,-19.489397,29.808987,RHC,RURAL_HEALTH_CENTRE,Town/City Council,LOCAL_AUTHORITY,Urban,URBAN,Primary,PRIMARY,786933220,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1780,ZW070402,Kabanga Rural Health Centre,Midlands,Gweru,-19.139377,30.073501,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,786933230,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1781,ZW070491,Lower Gweru clinic,Midlands,Gweru,-19.379298,29.526122,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,786015018,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1783,ZW070427,Madikani Clinic,Midlands,Gweru,-19.262916,29.294826,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,786933176,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1784,ZW070428,Makepesi Clinic,Midlands,Gweru,-19.377737,29.568779,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,786933194,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1785,ZW070403,Mangwandi Rural Health Centre,Midlands,Gweru,-19.372813,29.420498,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,786933136,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1786,ZW070404,Masvori Rural Health Centre,Midlands,Gweru,-19.212784,30.060414,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,786933212,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1787,ZW07040F,Midlands Private Hospital,Midlands,Gweru,,,General Hospital,HOSPITAL_REQUIRES_LEVEL_REVIEW,Private,PRIVATE,Urban,URBAN,Secondary,SECONDARY,772244144,,,,,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1788,ZW070407,Midlands State University Clinic,Midlands,Gweru,,,RHC,RURAL_HEALTH_CENTRE,Private,PRIVATE,Urban,URBAN,Primary,PRIMARY,775068902,,,,,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1789,ZW070462,Mkoba I Clinic,Midlands,Gweru,-19.467572,29.766552,RHC,RURAL_HEALTH_CENTRE,Town/City Council,LOCAL_AUTHORITY,Urban,URBAN,Primary,PRIMARY,715609490,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1790,ZW070463,Mkoba PolyClinic,Midlands,Gweru,-19.459519,29.750945,RHC,RURAL_HEALTH_CENTRE,Town/City Council,LOCAL_AUTHORITY,Urban,URBAN,Primary,PRIMARY,774169189,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1791,ZW070464,Monomutapa Clinic,Midlands,Gweru,-19.444519,29.802754,RHC,RURAL_HEALTH_CENTRE,Town/City Council,LOCAL_AUTHORITY,Urban,URBAN,Primary,PRIMARY,779167501,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1792,ZW070405,Nkululeko Rural Health Centre,Midlands,Gweru,-1920103.0,29.6528091431,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1793,ZW070406,Ntabamhlope Rural Health Centre,Midlands,Gweru,-19.160992,29.405158,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,786933182,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1795,ZW070465,PSI New Start Centre,Midlands,Gweru,,,RHC,RURAL_HEALTH_CENTRE,Private,PRIVATE,Urban,URBAN,Primary,PRIMARY,771725144,,,,,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1796,ZW070429,Riverdale Clinic,Midlands,Gweru,,,,,,,,,,,,,,,,,,Latitude; Longitude; Facility Type; Ownership; Status,YES,INCOMPLETE_MISSING_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1797,ZW070423,Rubi Clinic,Midlands,Gweru,-19.611095,29.444921,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,786933168,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1798,ZW070467,Senga Clinic,Midlands,Gweru,-19.496222,29.838114,RHC,RURAL_HEALTH_CENTRE,Town/City Council,LOCAL_AUTHORITY,Urban,URBAN,Primary,PRIMARY,715609491,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1799,ZW070486,Sino Zimbabwe Clinic,Midlands,Gweru,,,RHC,RURAL_HEALTH_CENTRE,Mine,MINE,Rural,RURAL,Primary,PRIMARY,773530058,,,,,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1800,ZW070445,Somabhula Clinic,Midlands,Gweru,-19.700696,29.663357,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,786933218,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1801,ZW070492,St Patrick's Clinic,Midlands,Gweru,-19.22423,29.901954,Mission Clinic,MISSION_CLINIC,Mission,MISSION_FAITH_BASED,Rural,RURAL,Primary,PRIMARY,786933123,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1804,ZW070422,Tumbire Clinic,Midlands,Gweru,-19.250545,29.459067,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,786933138,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1805,ZW070446,Vungu Clinic,Midlands,Gweru,-19.396909,29.472252,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,786933106,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1806,ZW070448,Vungu District Mobile,Midlands,Gweru,,,,,,,,,,,,,,,,,,Latitude; Longitude; Facility Type; Ownership; Status,YES,INCOMPLETE_MISSING_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1807,ZW070413,ZPS Connemara Prison Clinic,Midlands,Gweru,-19.2072,29.82,RHC,RURAL_HEALTH_CENTRE,ZPS,ZIMBABWE_PRISONS_AND_CORRECTIONAL_SERVICE,Rural,RURAL,Primary,PRIMARY,,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1808,ZW070417,ZPS Thornhill Prison Clinic,Midlands,Gweru,,,RHC,RURAL_HEALTH_CENTRE,ZPS,ZIMBABWE_PRISONS_AND_CORRECTIONAL_SERVICE,Urban,URBAN,Primary,PRIMARY,,,,,,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1809,ZW070414,ZPS Whawha Prison Clinic,Midlands,Gweru,,,RHC,RURAL_HEALTH_CENTRE,ZPS,ZIMBABWE_PRISONS_AND_CORRECTIONAL_SERVICE,Peri-Urban,PERI_URBAN,Primary,PRIMARY,786933211,,,,,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1810,ZW070415,ZPS Whawha Prison Young Offenders Clinic,Midlands,Gweru,,,RHC,RURAL_HEALTH_CENTRE,ZPS,ZIMBABWE_PRISONS_AND_CORRECTIONAL_SERVICE,Peri-Urban,PERI_URBAN,Primary,PRIMARY,,,,,,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1814,ZW070576,Community Polyclinic,Midlands,Kwekwe,,,RHC,RURAL_HEALTH_CENTRE,Private,PRIVATE,Urban,URBAN,Primary,PRIMARY,715920391,Functional,ACTIVE_OR_OPERATIONAL,,,,,Latitude; Longitude,YES,INCOMPLETE_MISSING_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1820,ZW070551,Globe and Phoenix Clinic,Midlands,Kwekwe,,,,,Private,PRIVATE,,,Primary,PRIMARY,,Functional,ACTIVE_OR_OPERATIONAL,,,,,Latitude; Longitude; Facility Type,YES,INCOMPLETE_MISSING_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1821,ZW070588,Gomola Clinic,Midlands,Kwekwe,-18.769135,29.45265,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,787968087,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1822,ZW070577,Jena Mines Clinic,Midlands,Kwekwe,,,RHC,RURAL_HEALTH_CENTRE,Private,PRIVATE,Rural,RURAL,Primary,PRIMARY,787968089,,,,,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1823,ZW0705A,Kwekwe General Hospital,Midlands,Kwekwe,-18.936497,29.825826,General Hospital,HOSPITAL_REQUIRES_LEVEL_REVIEW,Government,GOVERNMENT,Urban,URBAN,Secondary,SECONDARY,783283023,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1824,ZW070527,Malisa Joshepha Clinic,Midlands,Kwekwe,-18.996433,29.109705,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,787968090,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1825,ZW070528,Malisa Zhombe Clinic,Midlands,Kwekwe,-18.724989,29.241816,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,787968091,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1826,ZW070509,Mayoka Clinic,Midlands,Kwekwe,-18.761014,29.60149,RDC,CLINIC,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,713756678,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1827,ZW070503,Mazebe Rural Health Centre,Midlands,Kwekwe,-18.930989,28.993582,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,774150575,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1829,ZW070562,Mbizo I Clinic,Midlands,Kwekwe,-18.905727,29.834909,RHC,RURAL_HEALTH_CENTRE,Town/City Council,LOCAL_AUTHORITY,Urban,URBAN,Primary,PRIMARY,783283019,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1830,ZW070563,Mbizo II Clinic,Midlands,Kwekwe,-18.905682,29.850265,RHC,RURAL_HEALTH_CENTRE,Town/City Council,LOCAL_AUTHORITY,Urban,URBAN,Primary,PRIMARY,783283018,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1831,ZW070553,Mlezu Clinic,Midlands,Kwekwe,-19.143875,29.920312,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,787968095,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1833,ZW070504,Msilahobe Rural Health Centre,Midlands,Kwekwe,-19.173073,29.144018,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,775306631,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1834,ZW070585,Munyati Clinic,Midlands,Kwekwe,-18.661223,29.780026,RHC,RURAL_HEALTH_CENTRE,Private,PRIVATE,Rural,RURAL,Primary,PRIMARY,787968066,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1836,ZW070529,Ntabeni Clinic,Midlands,Kwekwe,-18.801924,29.331628,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,776150604,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1837,ZW070505,Nyoni Rural Health Centre,Midlands,Kwekwe,-18.965577,29.328545,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,787968068,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1839,ZW070559,Redcliff Clinic,Midlands,Kwekwe,-19.022492,29.782271,RHC,RURAL_HEALTH_CENTRE,Town/City Council,LOCAL_AUTHORITY,Urban,URBAN,Primary,PRIMARY,787968069,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1840,ZW070552,Rio Tinto Clinic,Midlands,Kwekwe,-18.4676,29.430962,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Urban,URBAN,Primary,PRIMARY,787968070,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
